id,card_no,name_cn,name_jp,craft,card_type,type,rare,from,cost,attack,life,desc_cn,desc_jp,related_card_nos,title,race,drawer,speech
3516,BP10-114,坠情箭击,フォーリンショット,Neutral,Spell,堕天使,GR,BP10,1,-1,-1,选择自己的墓场中的1张天使类型·从者卡与敌方场上的1个从者。其玩家各将其置于EX区域。,自分の墓場の天使・フォロワー1枚と相手の場のフォロワー1体を選ぶ。それのプレイヤーはそれをEXエリアに置く。,,,,あかかがち,"シャドバで勝つために必要なもの。それはね……才能だよ。
――白銀ミカド"
3517,BP10-115,单翼的反叛者,片翼の反逆者,Neutral,Follower,堕天使,SR,BP10,2,2,2,"《进化》《消费1》：使这张卡进化。
《入场曲》查看自己的牌堆顶1张卡。从那之中，可以将1张天使类型·卡片或堕天使类型·卡片公开并加入手牌。","進化コスト1：これは進化する。
ファンファーレ自分のデッキの上1枚を見る。その中から、天使・カードか堕天使・カード1枚を公開して手札に加えてよい。",BP10-116,,,ヒダヤーマン,
3518,BP10-116,单翼的反叛者,片翼の反逆者,Neutral,FollowerEvo,堕天使,SR,BP10,-1,3,3,【进化时】选择自己场上的1个天使类型·从者或自己场上的其他的1个堕天使类型·从者。使其《攻击力》+1/《生命值》+1。,【進化時】自分の場の天使・フォロワー1体か自分の場の他の堕天使・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。,BP10-115,,,ヒダヤーマン,"何度も言わせないでもらえるかな……これは遊びなんだ。
――白銀ミカド"
3519,BP10-117,神志分割者,マインドディバイダー,Neutral,Follower,アルカナ・超克,SR,BP10,2,2,3,《入场曲》如果自己场上的从者为4个及以上的话，将自己的牌堆顶1张卡置于EX区域。,ファンファーレ自分の場のフォロワーが4体以上なら、自分のデッキの上1枚をEXエリアに置く。,,,,永守浩太,"――其は《剣の二》、示すは《拒絶》。
拓くは道。研ぐは技。それ以外は在る価値もなし。"
3520,BP10-118,天使灭击,エンジェルブレイク,Neutral,Spell,天使,SR,BP10,6,-1,-1,选择敌方场上的从者最多2个。将其破坏。如果自己的墓场中有堕天使类型·卡片的话，使自己的主战者《生命值》+2。,相手の場のフォロワー2体まで選ぶ。それを破壊する。自分の墓場に堕天使・カードがあるなら、自分のリーダーは体力+2する。,,,,あかかがち,"頑張るなぁって、褒めに来たんだよ。
――白銀ミカド"
3521,BP10-119,圣贯天使,ピアッシングエンジェル,Neutral,Follower,天使,BR,BP10,5,5,5,"《进化》《消费1》：使这张卡进化。
《入场曲》选择敌方场上的1个从者。给予其3点伤害。","進化コスト1：これは進化する。
ファンファーレ相手の場のフォロワー1体を選ぶ。それに3ダメージ。",BP10-120,,,廣岡政樹,"悪は奥まですっきり処罰！
見落としがちな黒幕も、この矢は逃がしませんから！"
3522,BP10-120,圣贯天使,ピアッシングエンジェル,Neutral,FollowerEvo,天使,BR,BP10,-1,6,6,【进化时】选择敌方场上的1个从者。给予其与其主战者各3点伤害。,【進化時】相手の場のフォロワー1体を選ぶ。それとそれのリーダーに3ダメージ。,BP10-119,,,廣岡政樹,"ご覧くださいこの貫通力！
イヤ～なしつこい元凶も、この矢にかかればこの通り！"
3523,BP10-121,腐化守卫,コラプションガーディアン,Neutral,Follower,堕天使,BR,BP10,5,3,6,"【守护】
《入场曲》将手牌中的1张天使类型·卡片或堕天使类型·卡片舍弃：使自己的主战者《生命值》+3。抽取1张卡。将自己的PP回复2点。","【守護】
ファンファーレ手札の天使・カードか堕天使・カード1枚を捨てる：自分のリーダーは体力+3する。1枚引く。自分のPPを2回復する。",,,,Akefumi,
3524,BP10-122,翔翼信使,ウィングメッセンジャー,Neutral,Follower,傭兵,BR,BP10,2,3,2,【攻击时】抽取1张卡。,【攻撃時】1枚引く。,,,,ヘスン,"手紙が翼をもたらすのは、読み終えて、思い返す時。
出来ればその時、イケてる配達員も思い出してくれ！"
3525,BP10-LD01,第六绝杰·艾兹迪亚,第六の絶傑・エズディア,Forest,Leader,-,-,BP10,-1,-1,-1,,,,,,藤木ゆう,
3526,BP10-LD02,第八绝杰·欧克托莉斯,第八の絶傑・オクトリス,Sword,Leader,-,-,BP10,-1,-1,-1,,,,,,liiko,
3527,BP10-LD03,第九绝杰·莱欧,第九の絶傑・ライオ,Rune,Leader,-,-,BP10,-1,-1,-1,,,,,,tricky胡坐,
3528,BP10-LD04,第二绝杰·里榭娜,第二の絶傑・リーシェナ,Rune,Leader,-,-,BP10,-1,-1,-1,,,,,,ぽんず,
3529,BP10-LD05,第五绝杰·嘉鲁蜜儿,第五の絶傑・ガルミーユ,Dragon,Leader,-,-,BP10,-1,-1,-1,,,,,,77gl,
3530,BP10-LD06,第七绝杰·瓦娜蕾格,第七の絶傑・ヴァーナレク,Nightmare,Leader,-,-,BP10,-1,-1,-1,,,,,,ぽんず,
3531,BP10-LD07,第三绝杰·鲁鲁纳伊,第三の絶傑・ルルナイ,Nightmare,Leader,-,-,BP10,-1,-1,-1,,,,,,薄雲ねず,
3532,BP10-LD08,第四绝杰·玛文,第四の絶傑・マーウィン,Haven,Leader,-,-,BP10,-1,-1,-1,,,,,,シュイトン,
3533,BP10-P01,真伪逆转,真偽の逆転,Forest,Spell,アルカナ・精霊,GR_P,BP10,8,-1,-1,将场上的全体卡片各破坏。将EX区域的全体卡片各置于墓场。将自己的全部手牌舍弃。查看自己的牌堆顶5张卡。从那之中，可以将卡任意张数置于EX区域。将剩余的卡置于墓场。,場のカードすべてを破壊する。EXエリアのカードすべてを墓場に置く。自分の手札すべてを捨てる。自分のデッキの上5枚を見る。その中から、好きな枚数EXエリアに置いてよい。残りを墓場に置く。,,,,N.A,
3534,BP10-P02,串红艳豹,サルビアパンサー,Forest,Follower,植物族・獣,SR_P,BP10,3,3,2,"将这张卡使用之际，这个回合，如果已有自己的「与这张卡不同名的野兽类型·从者」从场上放回到手牌的话，将消费-2。
《进化》《消费2》：使这张卡进化。
【疾驰】","これをプレイする際、このターン、自分の「これと同名を除く獣・フォロワー」が場から手札に戻っていたなら、コストを-2する。
進化コスト2：これは進化する。
【疾走】",BP10-P03,,,電蝶(CyDesignation),
3535,BP10-P03,串红艳豹,サルビアパンサー,Forest,FollowerEvo,植物族・獣,SR_P,BP10,-1,4,3,"【疾驰】
【进化时】选择原始消费为3及以下的敌方场上的1个从者。将其放回手牌。（放回到手牌的衍生物会从游戏中移出）","【疾走】
【進化時】元のコスト3以下の相手の場のフォロワー1体を選ぶ。それを手札に戻す。（手札に戻ったトークンはゲームから取り除く）",BP10-P02,,,電蝶(CyDesignation),
3536,BP10-P04,花绽弓箭手,ブロッサムアーチャー,Forest,Follower,エルフ族・狩人・植物族,BR_P,BP10,1,2,2,《入场曲》选择敌方场上的1个从者。如果自己EX区域的卡片的原始消费的种类数量为3种类及以上的话，给予其3点伤害。,ファンファーレ相手の場のフォロワー1体を選ぶ。自分のEXエリアにあるカードの元のコストの種類数が3種類以上なら、それに3ダメージ。,,,,まるえ,"二分咲き、五分咲き、狂い咲き。
咲き誇るこそ、森の花。ならば貴様は、徒花よ。"
3537,BP10-P05,动乱商人·伊尔米斯娜,動乱商人・イルミスナ,Sword,Follower,兵士・商人,GR_P,BP10,3,3,3,《起动》将这张卡《横置》：选择敌方场上的1个从者。给予其3点伤害。如果自己的场上有「与这张卡不同名的商人类型·从者」的话，转变为5点伤害。,起動これをアクト：相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分の場に「これと同名を除く商人・フォロワー」がいるなら、代わりに5ダメージ。,,,,原田いすか,
3538,BP10-P06,雷光踢击手,ライトニングキッカー,Sword,Follower,兵士・ヒーロー,SR_P,BP10,6,3,3,"《进化》《消费2》：使这张卡进化。
【突进】
《入场曲》将手牌中的2张英雄类型·卡片舍弃：从自己的牌堆之中搜寻原始消费为3及以下的、卡片名各不相同的英雄类型·从者卡最多2张，并召唤到场上。","進化コスト2：これは進化する。
【突進】
ファンファーレ手札のヒーロー・カード2枚を捨てる：自分のデッキから元のコスト3以下のヒーロー・フォロワーをカード名が異なるように2枚まで探し、場に出す。",BP10-P07,,,Akefumi,
3539,BP10-P07,雷光踢击手,ライトニングキッカー,Sword,FollowerEvo,兵士・ヒーロー,SR_P,BP10,-1,4,4,"【疾驰】
【进化时】选择敌方场上的1个从者。将其破坏。","【疾走】
【進化時】相手の場のフォロワー1体を選ぶ。それを破壊する。",BP10-P06,,,Akefumi,"私は、それでも私を貫きますよ！
――風祭レン"
3540,BP10-P08,武器商人·艾尔涅丝塔,武器商人・エルネスタ,Sword,Follower,兵士・商人,BR_P,BP10,1,1,1,"当自己的结束阶段到来时，如果自己的场上有「与这张卡不同名的商人类型·从者」的话，给予敌方的全体主战者各2点伤害。
《入场曲》选择自己场上的其他的1个《皇家护卫职业》从者。使其《攻击力》+1，并获得【指定攻击】能力。","自分のエンドフェイズが来たとき、自分の場に「これと同名を除く商人・フォロワー」がいるなら、相手のリーダーすべてに2ダメージ。
ファンファーレ自分の場の他のロイヤルフォロワー1体を選ぶ。それは攻撃力+1して、【指定攻撃】を持つ。",,,,u介,
3541,BP10-P09,剥落的镇压,剥落の暴圧,Rune,Spell,アルカナ・魔法使い・キラー,GR_P,BP10,1,-1,-1,"当自己的结束阶段到来时，如果这张卡在EX区域的话，给予敌方的全体主战者各1点伤害。
----------
这张卡从EX区域不能使用。
给予敌方的全体主战者各2点伤害。如果自己的场上有『《愚者》·琳库露』的话，将这张卡置于EX区域。","自分のエンドフェイズが来たとき、これがEXエリアにあるなら、相手のリーダーすべてに1ダメージ。
----------
これはEXエリアからプレイできない。
相手のリーダーすべてに2ダメージ。自分の場に『《愚者》・リンクル』がいるなら、これをEXエリアに置く。",BP10-SL09 BP10-SL10,,,根岸千秋,
3542,BP10-P10,魔猫奇术师,猫の奇術師,Rune,Follower,アルカナ・魔法使い・獣,SR_P,BP10,1,1,1,"《进化》《消费1》：使这张卡进化。
《入场曲》《消费4》【土之秘术】：选择原始消费为4及以下的敌方场上的1个从者。将其消失。","進化コスト1：これは進化する。
ファンファーレコスト4【土の秘術】：元のコスト4以下の相手の場のフォロワー1体を選ぶ。それを消滅させる。",BP10-P11,,,,
3543,BP10-P11,魔猫奇术师,猫の奇術師,Rune,FollowerEvo,アルカナ・魔法使い・獣,SR_P,BP10,-1,2,2,"《谢幕曲》将1个『大地之魔片』召唤到场上。将自己场上的【蓄积】+1。
―――――――――――――――
『大地之魔片』《巫师职业》土之印类型·护符《消费1》【蓄积】","ラストワード『大地の魔片』1つを場に出す。自分の場の【スタック】を+1する。
―――――――――――――――
『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】",BP10-P10 BP10-T07,,,,
3544,BP10-P12,蒙昧的术式,蒙昧なる術式,Rune,Spell,アルカナ・魔法使い・光輝,SR_P,BP10,1,-1,-1,"当自己的结束阶段到来时，如果这张卡在EX区域的话，抽取1张卡。将自己的1张手牌舍弃。
----------
这张卡从EX区域不能使用。
使自己的主战者《生命值》+2。如果自己的场上有『《愚者》·琳库露』的话，将这张卡置于EX区域。","自分のエンドフェイズが来たとき、これがEXエリアにあるなら、1枚引く。自分の手札1枚を捨てる。
----------
これはEXエリアからプレイできない。
自分のリーダーは体力+2する。自分の場に『《愚者》・リンクル』がいるなら、これをEXエリアに置く。",BP10-SL09 BP10-SL10,,,根岸千秋,
3545,BP10-P13,双极盛怒,デュアルレイジ,Dragon,Spell,竜族・武装,GR_P,BP10,6,-1,-1,"《起动》将墓场中的这张卡消失：选择自己场上的1个『灭剑焰龙』与2个『龙武装甲』。将其破坏。可以将自己的进化牌组中的1张『卡片名包含『灭剑焰龙』的高等从者卡』召唤到场上。
----------
从自己的牌堆之中搜寻1张武装类型·从者卡，并加入手牌。可以将自己的手牌中的1张武装类型·从者卡召唤到场上。","起動墓場のこれを消滅：自分の場の『レーヴァテインドラゴン』1体と『ドラゴウェポン』2つを選ぶ。それを破壊する。自分のエボルヴデッキの「カード名に『デュアルモード』を含むアドバンスフォロワー」1枚を場に出してよい。
----------
自分のデッキから武装・フォロワー1枚を探し、手札に加える。自分の手札の武装・フォロワー1枚を場に出してよい。",,,,岡田学彌,
3546,BP10-P14,瞬刃龙人,瞬刃のドラゴニュート,Dragon,Follower,ドラゴニュート・竜族・武装,SR_P,BP10,3,3,3,"《进化》《消费1》：使这张卡进化。
《入场曲》如果自己的墓场中的武装类型·卡片为3张及以上的话，将1个『龙武装甲』召唤到场上。给予敌方的全体主战者各3点伤害。
―――――――――――――――
『龙武装甲』《龙族职业》武装类型·护符《消费1》《起动》将这张卡《横置》置于墓场：选择自己场上的1个《龙族职业》从者。使其《生命值》+1，并获得武装·类型。","進化コスト1：これは進化する。
ファンファーレ自分の墓場の武装・カードが3枚以上なら、『ドラゴウェポン』1つを場に出す。相手のリーダーすべてに3ダメージ。
―――――――――――――――
『ドラゴウェポン』ドラゴン武装・アミュレットコスト1起動これをアクト墓場に置く：自分の場のドラゴンフォロワー1体を選ぶ。それは体力+1して、武装・タイプを持つ。",BP10-P15 BP10-T09,,,anchobi,
3547,BP10-P15,瞬刃龙人,瞬刃のドラゴニュート,Dragon,FollowerEvo,ドラゴニュート・竜族・武装,SR_P,BP10,-1,4,4,【进化时】从自己的牌堆之中搜寻原始消费为2及以下的1张武装类型·从者卡，并召唤到场上。将1个『龙武装甲』召唤到场上。,【進化時】自分のデッキから元のコスト2以下の武装・フォロワー1枚を探し、場に出す。『ドラゴウェポン』1つを場に出す。,BP10-P14 BP10-T09,,,anchobi,"みんな、見ていてくれ。俺はこのバトルで強くなる！
――天竜ライト"
3548,BP10-P16,龙之诞生,竜の誕生,Dragon,Spell,竜族,BR_P,BP10,2,-1,-1,查看自己的牌堆顶3张卡。从那之中，可以将1张《龙族职业》从者卡置于EX区域。将剩余的卡以任意顺序置于牌堆底。如果处于【觉醒】状态的话，这个回合，将其使用之际，将其消费-2。,自分のデッキの上3枚を見る。その中から、ドラゴンフォロワー1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。【覚醒】状態なら、このターン、それをプレイする際、コストを-2する。,,,,anchobi,
3549,BP10-P17,真诚之魂,シンシア・ソウル,Nightmare,Spell,死者,GR_P,BP10,4,-1,-1,"《起动》《消费4》将墓场中的这张卡消失：如果自己的EX区域有『假面怨灵』卡的话，可以将自己的进化牌组中的1张『假面怨灵·S』召唤到场上。
----------
从自己的牌堆之中搜寻1张『假面怨灵』卡，并召唤到场上。使其获得【守护】能力。","起動コスト4墓場のこれを消滅：自分のEXエリアに『マスカレードゴースト』があるなら、自分のエボルヴデッキの『マスカレードゴースト・S』1枚を場に出してよい。
----------
自分のデッキから『マスカレードゴースト』1枚を探し、場に出す。それは【守護】を持つ。",BP03-SL15 BP10-SL21,,,あかかがち,
3550,BP10-P18,无尽之渴望,飽くなき切望,Nightmare,Spell,アルカナ・魔界・キラー,SR_P,BP10,2,-1,-1,"《起动》将墓场中的这张卡消失：选择敌方场上的1个从者。给予其4点伤害。抽取1张卡。这个能力在自己的场上有『《节制》·卢泽』的话才可使用。
----------
给予自己的主战者2点伤害。抽取2张卡。","起動墓場のこれを消滅：相手の場のフォロワー1体を選ぶ。それに4ダメージ。1枚引く。この能力は自分の場に『《節制》・ルーゼン』がいるなら使える。
----------
自分のリーダーに2ダメージ。2枚引く。",BP10-SL20,,,ナダレ,
3551,BP10-P19,无欲之恩宠,無欲への恩寵,Nightmare,Amulet,アルカナ・魔界・光輝,SR_P,BP10,1,-1,-1,"《入场曲》将X个恩宠指示物置于到这张卡。X为「自己的手牌的张数」。
《起动》将这张卡《横置》将这张卡的2个恩宠指示物取除：使自己的主战者《生命值》+1。
《起动》《消费1》将这张卡《横置》置于墓场：从自己的牌堆之中搜寻原始消费为7的1张阿尔卡纳类型·卡片，并加入手牌。","ファンファーレこれに恩寵カウンターX個を置く。Xは「自分の手札の枚数」である。
起動これをアクトこれの恩寵カウンター2個を取る：自分のリーダーは体力+1する。
起動コスト1これをアクト墓場に置く：自分のデッキから元のコスト7のアルカナ・カード1枚を探し、手札に加える。",,,,ナダレ,
3552,BP10-P20,巨大的怨念,巨大なる怨念,Nightmare,Spell,死者,BR_P,BP10,4,-1,-1,"将这张卡使用之际，如果自己的EX区域有「卡片名包含『怨灵』的从者卡」的话，将消费-3。
选择敌方场上的1个从者。给予其4点伤害。给予其主战者2点伤害。","これをプレイする際、自分のEXエリアに「カード名に『ゴースト』を含むフォロワー」があるなら、コストを-3する。
相手の場のフォロワー1体を選ぶ。それに4ダメージ。それのリーダーに2ダメージ。",,,,キヒロ,
3553,BP10-P21,虚脱的刚腕,虚脱の剛腕,Haven,Amulet,アルカナ・先導,GR_P,BP10,2,-1,-1,"《入场曲》选择自己场上的从者最多2个。使其《攻击力》+1/《生命值》+1。
《起动》《消费1》将这张卡《横置》置于墓场：选择敌方场上的1个从者。使其《攻击力》-2。","ファンファーレ自分の場のフォロワー2体まで選ぶ。それは攻撃力+1/体力+1する。
起動コスト1これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それは攻撃力-2する。",,,,ナダレ,
3554,BP10-P22,黄玉剑卫,トパーズソーディアン,Haven,Follower,信仰,SR_P,BP10,3,2,3,"《进化》《消费1》：使这张卡进化。
【守护】
《入场曲》从自己的牌堆之中搜寻1张『宝石圣堂』卡，并召唤到场上。
《入场曲》《消费2》：使这张卡《攻击力》+1/《生命值》+3。","進化コスト1：これは進化する。
【守護】
ファンファーレ自分のデッキから『ジュエルシュライン』1枚を探し、場に出す。
ファンファーレコスト2：これは攻撃力+1/体力+3する。",BP03-106 BP10-P23,,,原田いすか,
3555,BP10-P23,黄玉剑卫,トパーズソーディアン,Haven,FollowerEvo,信仰,SR_P,BP10,-1,3,4,"【守护】
【进化时】选择生命值为3及以下的敌方场上的1个从者。将其破坏。","【守護】
【進化時】体力3以下の相手の場のフォロワー1体を選ぶ。それを破壊する。",BP10-P22,,,原田いすか,
3556,BP10-P24,惨祸的圆环,惨禍の円環,Haven,Amulet,アルカナ・信仰,SR_P,BP10,2,-1,-1,"《入场曲》如果自己的场上有『《命运之轮》·斯洛士』的话，将灾祸指示物最多2个置于到这张卡。
《起动》将这张卡《横置》：将1个灾祸指示物置于到这张卡。
《起动》将这张卡《横置》置于墓场：将原始消费为X的敌方场上的全体从者各破坏。X为「置于到这张卡的灾祸指示物的数量」。","ファンファーレ自分の場に『《運命の輪》・スロース』がいるなら、これに災いカウンター2個まで置く。
起動これをアクト：これに災いカウンター1個を置く。
起動これをアクト墓場に置く：元のコストXの相手の場のフォロワーすべてを破壊する。Xは「これに置かれていた災いカウンターの数」である。",BP10-SL24,,,タツヤキ,
3557,BP10-P25,单翼的反叛者,片翼の反逆者,Neutral,Follower,堕天使,SR_P,BP10,2,2,2,"《进化》《消费1》：使这张卡进化。
《入场曲》查看自己的牌堆顶1张卡。从那之中，可以将1张天使类型·卡片或堕天使类型·卡片公开并加入手牌。","進化コスト1：これは進化する。
ファンファーレ自分のデッキの上1枚を見る。その中から、天使・カードか堕天使・カード1枚を公開して手札に加えてよい。",BP10-P26,,,ヒダヤーマン,
3558,BP10-P26,单翼的反叛者,片翼の反逆者,Neutral,FollowerEvo,堕天使,SR_P,BP10,-1,3,3,【进化时】选择自己场上的1个天使类型·从者或自己场上的其他的1个堕天使类型·从者。使其《攻击力》+1/《生命值》+1。,【進化時】自分の場の天使・フォロワー1体か自分の場の他の堕天使・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。,BP10-P25,,,ヒダヤーマン,"何度も言わせないでもらえるかな……これは遊びなんだ。
――白銀ミカド"
3559,BP10-P27,神志分割者,マインドディバイダー,Neutral,Follower,アルカナ・超克,SR_P,BP10,2,2,3,《入场曲》如果自己场上的从者为4个及以上的话，将自己的牌堆顶1张卡置于EX区域。,ファンファーレ自分の場のフォロワーが4体以上なら、自分のデッキの上1枚をEXエリアに置く。,,,,永守浩太,"――其は《剣の二》、示すは《拒絶》。
拓くは道。研ぐは技。それ以外は在る価値もなし。"
3560,BP10-P28,腐化守卫,コラプションガーディアン,Neutral,Follower,堕天使,BR_P,BP10,5,3,6,"【守护】
《入场曲》将手牌中的1张天使类型·卡片或堕天使类型·卡片舍弃：使自己的主战者《生命值》+3。抽取1张卡。将自己的PP回复2点。","【守護】
ファンファーレ手札の天使・カードか堕天使・カード1枚を捨てる：自分のリーダーは体力+3する。1枚引く。自分のPPを2回復する。",,,,Akefumi,
3561,BP10-SL01,《倒吊人》·罗弗拉德,《吊るされた男》・ローフラッド,Forest,Follower,アルカナ・精霊,SL,BP10,2,2,2,"《进化》《消费1》：使这张卡进化。
这张卡不会受到能力伤害。这张卡不会被能力破坏。（会被交战伤害破坏）
《入场曲》《消费5》：从自己的牌堆之中搜寻1张『真伪逆转』卡，并置于EX区域。这个回合，将其使用之际，将其消费-8。","進化コスト1：これは進化する。
これは能力ダメージを受けない。これは能力によって破壊されない。（交戦ダメージでは破壊される）
ファンファーレコスト5：自分のデッキから『真偽の逆転』1枚を探し、EXエリアに置く。このターン、それをプレイする際、コストを-8する。",BP10-SL02,,,N.A,
3562,BP10-SL02,《倒吊人》·罗弗拉德,《吊るされた男》・ローフラッド,Forest,FollowerEvo,アルカナ・精霊,SL,BP10,-1,3,3,"这张卡不会受到能力伤害。这张卡不会被能力破坏。
【进化时】【连击_3】使这张卡《攻击力》+1/《生命值》+1。","これは能力ダメージを受けない。これは能力によって破壊されない。
【進化時】【コンボ_3】これは攻撃力+1/体力+1する。",BP10-SL01,,,N.A,
3563,BP10-SL03,遗物守门人·璐契儿,遺物の番人・ルチル,Forest,Follower,超克,SL,BP10,6,4,4,"《入场曲》从1张『古老的创造物』卡与1张『神秘的创造物』卡之中，将1张卡召唤到场上、将1张卡置于EX区域。
《起动》将这张卡《横置》将EX区域的原始消费各不相同的5张卡片消失：可以将自己的进化牌组中的1张『神秘的遗物·丝碧涅与璐契儿』卡召唤到场上。","ファンファーレ『エンシェントアーティファクト』1枚と『ミスティックアーティファクト』1枚の中から、1枚を場に出す。1枚をEXエリアに置く。
起動これをアクトEXエリアのカードを元のコストがすべて異なるように5枚消滅：自分のエボルヴデッキの『神秘の遺物・スピネ＆ルチル』1枚を場に出してよい。",BP10-SL04 BP10-T14 BP10-T15,,,,
3564,BP10-SL04,神秘的遗物·丝碧涅与璐契儿,神秘の遺物・スピネ＆ルチル,Forest,FollowerAdv,超克,SL,BP10,10,6,6,"当自己的结束阶段到来时，将这张卡竖置。
当从者召唤到敌方的场上时，将这张卡《横置》：给予召唤到场上的1个从者6点伤害。
《入场曲》给予敌方的全体主战者与敌方场上的全体从者各6点伤害。查看自己的牌堆顶2张卡。从那之中，可以将卡最多2张置于EX区域。将剩余的卡置于墓场。","自分のエンドフェイズが来たとき、これをスタンドする。
相手の場にフォロワーが出たとき、これをアクト：場に出たフォロワー1体に6ダメージ。
ファンファーレ相手のリーダーすべてと相手の場のフォロワーすべてに6ダメージ。自分のデッキの上2枚を見る。その中から、2枚までEXエリアに置いてよい。残りを墓場に置く。",,,,,
3565,BP10-SL05,《战车》·奥辂昂,《戦車》・オルオーン,Sword,Follower,アルカナ・指揮官,SL,BP10,3,3,3,"《入场曲》从下述之中抉择1项。
【1】将1个『骑士』召唤到场上。
【2】使这张卡《攻击力》+1，并获得【突进】【守护】能力。
【3】给予敌方的全体主战者各2点伤害。
【4】《消费4》将这张卡置于墓场：可以将自己的进化牌组中的1张『《暴走》战车·奥辂昂』卡召唤到场上。
―――――――――――――――
『骑士』《皇家护卫职业》士兵类型·从者《消费1》《攻击力》1/《生命值》1","ファンファーレ下記から1つチョイスする。【1】『ナイト』1体を場に出す。【2】これは攻撃力+1して、【突進】【守護】を持つ。【3】相手のリーダーすべてに2ダメージ。【4】コスト4これを墓場に置く：自分のエボルヴデッキの『《暴走》する戦車・オルオーン』1枚を場に出してよい。
―――――――――――――――
『ナイト』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1",BP10-SL06 BP10-T04,,,ツネくん,
3566,BP10-SL06,《暴走》战车·奥辂昂,《暴走》する戦車・オルオーン,Sword,FollowerAdv,アルカナ・指揮官,SL,BP10,7,7,7,"这张卡不能对敌方进行攻击。
当自己的结束阶段到来时，将下述动作进行2次。掷骰子。如果为1或2的话，将敌方场上的全体从者各破坏。如果为3或4的话，给予敌方的全体主战者各7点伤害。如果为5或6的话，给予自己的主战者7点伤害。","これは相手を攻撃できない。
自分のエンドフェイズが来たとき、下記を2回くり返す。サイコロをふる。1か2なら、相手の場のフォロワーすべてを破壊する。3か4なら、相手のリーダーすべてに7ダメージ。5か6なら、自分のリーダーに7ダメージ。",,,,ツネくん,
3567,BP10-SL07,战争商人·阿尔亚斯卡,戦争商人・アルヤスカ,Sword,Follower,指揮官・商人,SL,BP10,5,4,4,"《进化》《消费2》：使这张卡进化。
《入场曲》从自己的牌堆之中搜寻1张『动乱商人·伊尔米斯娜』卡，并召唤到场上。","進化コスト2：これは進化する。
ファンファーレ自分のデッキから『動乱商人・イルミスナ』1枚を探し、場に出す。",BP10-P05 BP10-SL08,,,N.A,
3568,BP10-SL08,战争商人·阿尔亚斯卡,戦争商人・アルヤスカ,Sword,FollowerEvo,指揮官・商人,SL,BP10,-1,5,5,"【进化时】从自己的牌堆之中搜寻1张『武器商人·艾尔涅丝塔』卡，并召唤到场上。将1张『终战兵器』卡置于EX区域。
―――――――――――――――
『终战兵器』《皇家护卫职业》机械类型·士兵类型·从者《消费2》《攻击力》6/《生命值》6【守护】《入场曲》选择敌方场上的1张卡片。将其破坏。《谢幕曲》给予敌方的全体主战者各4点伤害。","【進化時】自分のデッキから『武器商人・エルネスタ』1枚を探し、場に出す。『ターミナルウェポン』1枚をEXエリアに置く。
―――――――――――――――
『ターミナルウェポン』ロイヤル機械・兵士・フォロワーコスト2攻撃力6/体力6【守護】ファンファーレ相手の場のカード1枚を選ぶ。それを破壊する。ラストワード相手のリーダーすべてに4ダメージ。",BP10-P08 BP10-SL07 BP10-T01,,,N.A,
3569,BP10-SL09,《愚者》·琳库露,《愚者》・リンクル,Rune,Follower,アルカナ・魔法使い,SL,BP10,2,2,2,"《进化》《消费1》：使这张卡进化。
《入场曲》查看自己的牌堆顶5张卡。从那之中，可以将阿尔卡纳类型·法术卡最多2张公开并加入手牌。将剩余的卡以任意顺序置于牌堆底。","進化コスト1：これは進化する。
ファンファーレ自分のデッキの上5枚を見る。その中から、アルカナ・スペル2枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。",BP10-SL10,,,liiko,
3570,BP10-SL10,《愚者》·琳库露,《愚者》・リンクル,Rune,FollowerEvo,アルカナ・魔法使い,SL,BP10,-1,3,3,当自己将阿尔卡纳类型·法术卡使用时，选择敌方场上的1个从者。给予其3点伤害。,自分がアルカナ・スペルをプレイしたとき、相手の場のフォロワー1体を選ぶ。それに3ダメージ。,BP10-SL09,,,liiko,"《無知》と《全能》、知りたがりにはコイツがピッタリ！
けど好奇心は犬を殺すぜ？ハハ、猫だっけ？"
3571,BP10-SL11,决意预言者·露妮,決意の予言者・ルーニィ,Rune,Follower,魔法使い,SL,BP10,2,1,1,《入场曲》选择敌方场上的从者最多1个。【魔力连锁_5】给予其3点伤害。【SC_10】给予敌方的全体主战者各2点伤害。使自己的主战者《生命值》+2。【SC_15】将自己的墓场中的全体『决意预言者·露妮』各置于EX区域。【SC_20】使自己场上与自己EX区域的全体『决意预言者·露妮』各《攻击力》+2/《生命值》+2。,ファンファーレ相手の場のフォロワー1体まで選ぶ。【スペルチェイン_5】それに3ダメージ。【SC_10】相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。【SC_15】自分の墓場の『決意の予言者・ルーニィ』すべてをEXエリアに置く。【SC_20】自分の場と自分のEXエリアの『決意の予言者・ルーニィ』すべては攻撃力+2/体力+2する。,,,,虹原,
